iso,sector,fuel,units,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020
vnm,1A2a_Ind-Comb-Iron-steel,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2b_Ind-Comb-Non-ferrous-metals,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2c_Ind-Comb-Chemicals,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2d_Ind-Comb-Pulp-paper,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2e_Ind-Comb-Food-tobacco,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2f_Ind-Comb-Non-metalic-minerals,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2g_Ind-Comb-Construction,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2g_Ind-Comb-machinery,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2g_Ind-Comb-mining-quarying,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2g_Ind-Comb-other,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2g_Ind-Comb-textile-leather,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2g_Ind-Comb-transpequip,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
vnm,1A2g_Ind-Comb-wood-products,biomass,fraction,0.021119972,0.021070607,0.021024132,0.020980303,0.020938898,0.020899723,0.019898379,0.018891563,0.017879446,0.016862194,0.015839966
